chr	strand	coord	tottag	UPA_start	UPA_end	nPA	maxtag	ftr	gene_type	ftr_start	ftr_end	gene	gene_start	gene_end	gene_stop_codon	upstream_id	upstream_start	upstream_end	downstream_id	downstream_start	downstream_end	three_UTR_length	three_extend	toStop	tag
1277	chr12	+	80880831	1	80880831	80880831	1	1	3UTR	NA	80877122	80880835	217684	80790510	80877873	80877121	NA	NA	NA	NA	NA	NA	3710	NA	3710	1
1278	chr12	+	81827939	5	81827936	81827939	5	1	intron	NA	81827911	81828772	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
1279	chr12	+	81996364	1	81996364	81996364	1	1	3UTR	NA	81996163	81997114	54604	81860023	81997114	81996162	NA	NA	NA	NA	NA	NA	202	NA	202	1
1280	chr12	+	81996763	1	81996763	81996763	1	1	3UTR	NA	81996163	81997114	54604	81860023	81997114	81996162	NA	NA	NA	NA	NA	NA	601	NA	601	1
1281	chr12	+	81997123	1	81997123	81997123	1	1	3UTR	NA	81996163	82000924	54604	81860023	81997114	81996162	NA	NA	NA	NA	NA	NA	961	NA	961	1
1282	chr12	+	82000921	1	82000921	82000921	1	1	3UTR	NA	81996163	82000924	54604	81860023	81997114	81996162	NA	NA	NA	NA	NA	NA	4759	NA	4759	1
1283	chr12	+	82425455	2	82425455	82425455	2	1	CDS	NA	82425013	82425455	217692	82169320	82240674	82240674	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1284	chr12	+	83681923	2	83681913	83681923	2	1	3UTR	NA	83681596	83683123	67039	83631236	83674417	83674417	NA	NA	NA	NA	NA	NA	7506	NA	7506	2
1285	chr12	+	83683076	2	83683073	83683076	2	1	3UTR	NA	83681596	83683123	67039	83631236	83674417	83674417	NA	NA	NA	NA	NA	NA	8659	NA	8659	2
1286	chr12	+	83683123	1	83683123	83683123	1	1	3UTR	NA	83681596	83683123	67039	83631236	83674417	83674417	NA	NA	NA	NA	NA	NA	8706	NA	8706	1
1287	chr12	+	83735098	10	83735090	83735098	10	1	3UTR	NA	83734072	83735199	19164	83688152	83735095	83734071	NA	NA	NA	NA	NA	NA	1027	NA	1027	10
1288	chr12	+	84053942	1	84053942	84053942	1	1	intron	NA	84038968	84056908	171281	84038935	84058613	84058613	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1289	chr12	+	84076020	1	84076020	84076020	1	1	3UTR	NA	84075758	84076020	217698	84069325	84076019	84075909	NA	NA	NA	NA	NA	NA	111	NA	111	1
1290	chr12	+	84418578	1	84418578	84418578	1	1	3UTR	NA	84418350	84418578	66381	84417196	84418578	84418349	NA	NA	NA	NA	NA	NA	229	NA	229	1
1291	chr12	+	84531571	1	84531571	84531571	1	1	3UTR	NA	84529746	84531573	217708	84451422	84531573	84529745	NA	NA	NA	NA	NA	NA	1826	NA	1826	1
1292	chr12	+	84651048	6	84651048	84651048	6	1	3UTR	NA	84650701	84651455	432677	84641019	84648873	84648873	NA	NA	NA	NA	NA	NA	2175	NA	2175	6
1293	chr12	+	84651455	12	84651444	84651455	12	1	3UTR	NA	84650701	84651455	432677	84641019	84648873	84648873	NA	NA	NA	NA	NA	NA	2582	NA	2582	12
1294	chr12	+	85134091	1	85134091	85134091	1	1	3UTR	NA	85134090	85134845	78920	85110833	85134088	85132753	NA	NA	NA	NA	NA	NA	1338	NA	1338	1
1295	chr12	+	85226498	6	85226493	85226498	6	1	3UTR	NA	85226161	85226628	217715	85219481	85226628	85226160	NA	NA	NA	NA	NA	NA	338	NA	338	6
1296	chr12	+	86162459	5	86162458	86162459	5	1	3UTR	NA	86162298	86162459	76411	86082541	86092487	86092487	NA	NA	NA	NA	NA	NA	69972	NA	69972	5
1297	chr12	+	86291370	1	86291370	86291370	1	1	3UTR	NA	86288976	86291784	70373	86241858	86291784	86288975	NA	NA	NA	NA	NA	NA	2395	NA	2395	1
1298	chr12	+	86291782	1	86291782	86291782	1	1	3UTR	NA	86288976	86291784	70373	86241858	86291784	86288975	NA	NA	NA	NA	NA	NA	2807	NA	2807	1
1299	chr12	+	86521622	3	86521622	86521623	3	1	3UTR	NA	86519066	86521628	26380	86361117	86521628	86519065	NA	NA	NA	NA	NA	NA	2557	NA	2557	3
1300	chr12	+	87164720	2	87164714	87164720	2	1	3UTR	NA	87163831	87164723	14874	87147165	87164324	87163830	NA	NA	NA	NA	NA	NA	890	NA	890	2
1301	chr12	+	87273948	1	87273948	87273948	1	1	3UTR	NA	87273764	87273979	217737	87266479	87272649	87272649	NA	NA	NA	NA	NA	NA	1299	NA	1299	1
1302	chr12	+	87273980	9	87273980	87273998	9	1	exon	NA	87273591	87273998	217737	87266479	87272649	87272649	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
1303	chr12	+	87428834	1	87428834	87428834	1	1	intergenic	NA	87420985	87443896	character(0)	87420511	87420985	3074322	character(0)	87420511	87420985	380773	87443896	87452206	84354512	7849	NA	1
1304	chr12	+	87608846	63	87608839	87608848	63	1	3UTR	NA	87607371	87608850	100039087	87602688	87608850	87607370	NA	NA	NA	NA	NA	NA	1476	NA	1476	63
1305	chr12	+	87608898	1	87608898	87608898	1	1	3UTR	NA	NA	NA	100039087	NA	NA	NA	100039087	87602688	87608850	544881	87618869	87622955	1528	48	1528	1
1306	chr12	+	87960640	2	87960629	87960640	2	1	3UTR	NA	87960406	87960683	100039087	87602688	87608850	87607370	NA	NA	NA	NA	NA	NA	353270	NA	353270	2
1307	chr12	+	87960675	99	87960668	87960683	99	1	3UTR	NA	87960406	87960683	100039087	87602688	87608850	87607370	NA	NA	NA	NA	NA	NA	353305	NA	353305	99
1308	chr12	+	88118063	1	88118063	88118063	1	1	intergenic	NA	88108356	88124666	character(0)	88108000	88108356	3074322	character(0)	88108000	88108356	character(0)	88124666	88124884	85043741	9707	NA	1
1309	chr12	+	88461726	2	88461726	88461726	2	1	3UTR	NA	NA	NA	72113	NA	NA	NA	72113	88420296	88461724	character(0)	88503768	88504209	534	2	534	2
1310	chr12	+	88493641	1	88493641	88493641	1	1	intergenic	NA	88461724	88503768	72113	88420296	88461724	88461192	72113	88420296	88461724	character(0)	88503768	88504209	32449	31917	NA	1
1165	chr12	+	8911128	10	8911125	8911132	10	1	intergenic	NA	8793715	8912924	20969	8771323	8793715	8791807	20969	8771323	8793715	character(0)	8912924	8917479	119321	117413	NA	10
1311	chr12	+	89357436	1	89357436	89357436	1	1	intron	NA	89354480	89503017	18191	88722876	89261571	89261571	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1166	chr12	+	8938728	11	8938728	8938742	11	1	3UTR	NA	8938192	8938742	17775	8921664	8938742	8938191	NA	NA	NA	NA	NA	NA	537	NA	537	11
1167	chr12	+	9036179	1	9036179	9036179	1	1	3UTR	NA	9035902	9036394	75516	9029997	9036394	9035901	NA	NA	NA	NA	NA	NA	278	NA	278	1
1312	chr12	+	96111951	2	96111949	96111951	2	1	intergenic	NA	95785215	96292422	399558	95692226	95785215	95780872	399558	95692226	95785215	character(0)	96292422	96293214	331079	326736	NA	2
1168	chr12	+	9790304	1	9790304	9790304	1	1	intergenic	NA	9734209	10152142	character(0)	9729519	9734209	3074322	character(0)	9729519	9734209	character(0)	10152142	10158233	6715982	56095	NA	1
1313	chr12	+	98199721	1	98199721	98199721	1	1	intergenic	NA	97845116	98259060	character(0)	97844383	97845116	3074322	character(0)	97844383	97845116	character(0)	98259060	98260307	95125399	354605	NA	1
1314	chr12	+	98218311	1	98218311	98218311	1	1	intergenic	NA	97845116	98259060	character(0)	97844383	97845116	3074322	character(0)	97844383	97845116	character(0)	98259060	98260307	95143989	373195	NA	1
1315	chr12	+	98219720	1	98219720	98219720	1	1	intergenic	NA	97845116	98259060	character(0)	97844383	97845116	3074322	character(0)	97844383	97845116	character(0)	98259060	98260307	95145398	374604	NA	1
1316	chr12	+	98787753	1	98787753	98787753	1	1	3UTR	NA	98786582	98787753	75553	98746964	98787753	98786581	NA	NA	NA	NA	NA	NA	1172	NA	1172	1
1910	chr13	-	100017996	2	100017996	100017996	2	1	3UTR	NA	100017994	100020278	544971	100017994	100104070	100020279	NA	NA	NA	NA	NA	NA	2283	NA	2283	2
1911	chr13	-	100468694	1	100468694	100468694	1	1	3UTR	NA	100468580	100468906	23894	100460218	100492338	100461949	NA	NA	NA	NA	NA	NA	6745	NA	6745	1
1912	chr13	-	100468822	1	100468822	100468822	1	1	3UTR	NA	100468580	100468906	23894	100460218	100492338	100461949	NA	NA	NA	NA	NA	NA	6873	NA	6873	1
1913	chr13	-	100595959	1	100595959	100595959	1	1	3UTR	NA	100595957	100597288	218518	100595957	100616971	100597289	NA	NA	NA	NA	NA	NA	1330	NA	1330	1
1914	chr13	-	100617164	2	100617164	100617164	2	1	3UTR	NA	100617164	100617643	19356	100617164	100651051	100617644	NA	NA	NA	NA	NA	NA	480	NA	480	2
1915	chr13	-	100778730	24	100778730	100778749	24	1	3UTR	NA	100778650	100779677	268697	100778650	100786570	100779678	NA	NA	NA	NA	NA	NA	948	NA	948	24
1916	chr13	-	100802845	2	100802845	100802845	2	1	3UTR	NA	100802648	100803290	69048	100802648	100833427	100803291	NA	NA	NA	NA	NA	NA	446	NA	446	2
1917	chr13	-	101683817	2	101683817	101683823	2	1	3UTR	NA	101680563	101684879	18708	101680563	101768217	101684880	NA	NA	NA	NA	NA	NA	1063	NA	1063	2
1918	chr13	-	103591399	1	103591399	103591399	1	1	exon	NA	103591395	103591945	102632492	103591395	103707633	103591395	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1919	chr13	-	103741612	3	103741612	103741616	3	1	3UTR	NA	103739348	103743563	218543	103739348	103764582	103743564	NA	NA	NA	NA	NA	NA	1952	NA	1952	3
1920	chr13	-	103743166	1	103743166	103743166	1	1	3UTR	NA	103739348	103743563	218543	103739348	103764582	103743564	NA	NA	NA	NA	NA	NA	398	NA	398	1
1921	chr13	-	103820213	1	103820213	103820213	1	1	3UTR	NA	103818787	103820698	59079	103818787	103920514	103820699	NA	NA	NA	NA	NA	NA	486	NA	486	1
1922	chr13	-	104023409	1	104023409	104023409	1	1	3UTR	NA	104023057	104024945	75805	104023057	104109614	104024946	NA	NA	NA	NA	NA	NA	1537	NA	1537	1
1923	chr13	-	104024700	1	104024700	104024700	1	1	3UTR	NA	104023057	104024945	75805	104023057	104109614	104024946	NA	NA	NA	NA	NA	NA	246	NA	246	1
1924	chr13	-	104173720	1	104173720	104173720	1	1	intron	NA	104169889	104178113	66975	104142149	104178469	104144138	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1925	chr13	-	104205121	4	104205121	104205121	4	1	3UTR	NA	NA	NA	238831	NA	NA	NA	238831	104205124	104228822	66975	104142149	104178469	383	3	383	4
1926	chr13	-	106166652	1	106166652	106166652	1	1	intergenic	NA	106197216	105833678	character(0)	106197216	106197771	3074322	character(0)	106197216	106197771	character(0)	105833453	105833678	103092330	30564	NA	1
1927	chr13	-	106961534	1	106961534	106961534	1	1	3UTR	NA	106958996	106962138	16563	106958996	107022118	106962139	NA	NA	NA	NA	NA	NA	605	NA	605	1
1928	chr13	-	106961853	1	106961853	106961853	1	1	3UTR	NA	106958996	106962138	16563	106958996	107022118	106962139	NA	NA	NA	NA	NA	NA	286	NA	286	1
1929	chr13	-	108052589	6	108052589	108052591	6	1	3UTR	NA	108052589	108052705	75597	108002715	108158623	108024310	NA	NA	NA	NA	NA	NA	28279	NA	28279	6
1930	chr13	-	109947991	1	109947991	109947991	1	1	intergenic	NA	110054187	108498970	67295	110054187	110280150	110061815	67295	110054187	110280150	character(0)	108498775	108498970	113824	106196	NA	1
1931	chr13	-	111361206	2	111361206	111361206	2	1	exon	NA	111361203	111361675	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1932	chr13	-	111425680	4	111425680	111425680	4	1	3UTR	NA	111425680	111426492	73274	111425680	111490111	111426493	NA	NA	NA	NA	NA	NA	813	NA	813	4
1933	chr13	-	111426044	1	111426044	111426044	1	1	3UTR	NA	111425680	111426492	73274	111425680	111490111	111426493	NA	NA	NA	NA	NA	NA	449	NA	449	1
1934	chr13	-	111426158	9	111426158	111426166	9	1	3UTR	NA	111425680	111426492	73274	111425680	111490111	111426493	NA	NA	NA	NA	NA	NA	335	NA	335	9
1935	chr13	-	111487422	2	111487422	111487422	2	1	intron	NA	111466971	111487422	73274	111425680	111490111	111426493	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1936	chr13	-	111487944	1	111487944	111487944	1	1	intron	NA	111466971	111549609	73274	111425680	111490111	111426493	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1937	chr13	-	112598333	5	112598333	112598337	5	1	3UTR	NA	112598333	112598944	13206	112598333	112652301	112598945	NA	NA	NA	NA	NA	NA	612	NA	612	5
1938	chr13	-	112867772	2	112867772	112867772	2	1	3UTR	NA	112867418	112867942	72198	112867418	112927398	112867943	NA	NA	NA	NA	NA	NA	171	NA	171	2
1939	chr13	-	113592179	6	113592179	113592186	6	1	3UTR	NA	113592179	113594608	170625	113592179	113618564	113594609	NA	NA	NA	NA	NA	NA	2430	NA	2430	6
1940	chr13	-	114287803	1	114287803	114287803	1	1	3UTR	NA	114287795	114288762	17993	114287795	114388258	114288763	NA	NA	NA	NA	NA	NA	960	NA	960	1
1941	chr13	-	114452262	1	114452262	114452262	1	1	3UTR	NA	NA	NA	14313	NA	NA	NA	14313	114452290	114458951	character(0)	114437793	114438214	1542	28	1542	1
1942	chr13	-	116651204	1	116651204	116651204	1	1	intron	NA	116558563	116677493	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1943	chr13	-	119765186	3	119765186	119765186	3	1	3UTR	NA	NA	NA	72465	NA	NA	NA	72465	119765187	119790806	245269	119710094	119755882	1166	1	1166	3
1944	chr13	-	120319913	1	120319913	120319913	1	1	intergenic	NA	NA	120304665	NA	NA	NA	NA	NA	NA	NA	character(0)	120304194	120304665	NA	NA	NA	1
1755	chr13	-	12182712	1	12182712	12182712	1	1	3UTR	NA	12182712	12187004	238505	12182712	12258095	12187005	NA	NA	NA	NA	NA	NA	4293	NA	4293	1
1756	chr13	-	12614065	1	12614065	12614065	1	1	3UTR	NA	NA	NA	664862	NA	NA	NA	664862	12615057	12650388	171211	12472632	12520438	992	992	992	1
1757	chr13	-	12615057	1	12615057	12615057	1	1	exon	NA	12615057	12615849	664862	12615057	12650388	12615057	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1758	chr13	-	13231509	1	13231509	13231509	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	13232161	13232893	character(0)	13224663	13224925	10157187	652	10157187	1
1759	chr13	-	13358615	1	13358615	13358615	1	1	3UTR	NA	13357620	13359311	83924	13357620	13393614	13359312	NA	NA	NA	NA	NA	NA	697	NA	697	1
1760	chr13	-	14609794	1	14609794	14609794	1	1	3UTR	NA	14608184	14610485	75398	14608184	14613165	14610486	NA	NA	NA	NA	NA	NA	692	NA	692	1
1761	chr13	-	14707478	6	14707478	14707481	6	1	intergenic	NA	15118386	14628731	character(0)	15118386	15118631	3074322	character(0)	15118386	15118631	character(0)	14628619	14628731	11633156	410908	NA	6
1762	chr13	-	17717481	1	17717481	17717481	1	1	3UTR	NA	17710315	17718060	69562	17710315	17805097	17718061	NA	NA	NA	NA	NA	NA	580	NA	580	1
1763	chr13	-	17880575	1	17880575	17880575	1	1	3UTR	NA	17880571	17882378	56044	17880571	17944239	17882379	NA	NA	NA	NA	NA	NA	1804	NA	1804	1
1764	chr13	-	21513213	1	21513213	21513213	1	1	3UTR	NA	NA	NA	93681	NA	NA	NA	93681	21513222	21531120	100038371	21504313	21506533	6788	9	6788	1
1765	chr13	-	23368856	1	23368856	23368856	1	1	intron	NA	23368206	23369134	218100	23353103	23369208	23356338	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1766	chr13	-	23421541	3	23421541	23421545	3	1	3UTR	NA	23418361	23421972	30946	23418361	23423866	23421973	NA	NA	NA	NA	NA	NA	432	NA	432	3
1767	chr13	-	23682852	1	23682852	23682852	1	1	3UTR	NA	23681467	23683524	319164	23681467	23683948	23683525	NA	NA	NA	NA	NA	NA	673	NA	673	1
1768	chr13	-	24012481	7	24012481	24012484	7	1	3UTR	NA	24012344	24013460	68732	24012344	24108584	24020052	NA	NA	NA	NA	NA	NA	7571	NA	7571	7
1769	chr13	-	24751845	3	24751845	24751855	3	1	3UTR	NA	24751845	24752068	57441	24751845	24761861	24752069	NA	NA	NA	NA	NA	NA	224	NA	224	3
1770	chr13	-	30540452	4	30540452	30540455	4	1	3UTR	NA	30540308	30540730	66694	30540308	30545362	30540731	NA	NA	NA	NA	NA	NA	279	NA	279	4
1771	chr13	-	32379903	1	32379903	32379903	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	32379907	32383688	218138	31819579	32338740	29305581	4	29305581	1
1772	chr13	-	33832345	1	33832345	33832345	1	1	3UTR	NA	33832345	33832458	435350	33832345	33843408	33832459	NA	NA	NA	NA	NA	NA	114	NA	114	1
1773	chr13	-	33917927	1	33917927	33917927	1	1	3UTR	NA	33917918	33918040	20719	33917918	33936083	33918041	NA	NA	NA	NA	NA	NA	114	NA	114	1
1774	chr13	-	34074244	1	34074244	34074244	1	1	3UTR	NA	NA	NA	22151	NA	NA	NA	22151	34074274	34078007	character(0)	34006966	34008331	224	30	224	1
1775	chr13	-	34074278	6	34074278	34074278	6	1	3UTR	NA	34074274	34074467	22151	34074274	34078007	34074468	NA	NA	NA	NA	NA	NA	190	NA	190	6
1776	chr13	-	34127107	1	34127107	34127107	1	1	3UTR	NA	34126748	34127470	73710	34126748	34130354	34127471	NA	NA	NA	NA	NA	NA	364	NA	364	1
1777	chr13	-	34127220	13	34127220	34127221	13	1	3UTR	NA	34126748	34127470	73710	34126748	34130354	34127471	NA	NA	NA	NA	NA	NA	251	NA	251	13
1778	chr13	-	34179643	1	34179643	34179643	1	1	3UTR	NA	34179158	34182953	73102	34179158	34344451	34182954	NA	NA	NA	NA	NA	NA	3311	NA	3311	1
1779	chr13	-	34221138	1	34221138	34221138	1	1	intron	NA	34204045	34221902	73102	34179158	34344451	34182954	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1745	chr13	-	3566060	1	3566060	3566060	1	1	3UTR	NA	3566035	3566663	105203	3566035	3611108	3566664	NA	NA	NA	NA	NA	NA	604	NA	604	1
1780	chr13	-	37975990	1	37975990	37975990	1	1	3UTR	NA	37971401	37979738	107513	37966605	37994157	37967459	NA	NA	NA	NA	NA	NA	8531	NA	8531	1
1781	chr13	-	37978162	1	37978162	37978162	1	1	3UTR	NA	37971401	37979738	107513	37966605	37994157	37967459	NA	NA	NA	NA	NA	NA	10703	NA	10703	1
1782	chr13	-	37978198	1	37978198	37978198	1	1	3UTR	NA	37971401	37979738	107513	37966605	37994157	37967459	NA	NA	NA	NA	NA	NA	10739	NA	10739	1
1783	chr13	-	38022412	1	38022412	38022412	1	1	CDS	NA	38022320	38023468	71213	38006052	38036923	38006089	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1746	chr13	-	3883792	1	3883792	3883792	1	1	3UTR	NA	3882018	3884069	56349	3882018	3893578	3884070	NA	NA	NA	NA	NA	NA	278	NA	278	1
1784	chr13	-	38932305	3	38932305	38932309	3	1	3UTR	NA	38932136	38932765	108652	38932136	38960875	38932766	NA	NA	NA	NA	NA	NA	461	NA	461	3
1785	chr13	-	40830469	45	40830469	40830487	45	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	40830797	40838656	character(0)	40754060	40754996	37756147	328	37756147	45
1786	chr13	-	40830525	1	40830525	40830525	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	40830797	40838656	character(0)	40754060	40754996	37756203	272	37756203	1
1787	chr13	-	41309983	1	41309983	41309983	1	1	3UTR	NA	41309581	41311660	18003	41309581	41487293	41311661	NA	NA	NA	NA	NA	NA	1678	NA	1678	1
1788	chr13	-	41332776	1	41332776	41332776	1	1	intron	NA	41318546	41338576	18003	41309581	41487293	41311661	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1789	chr13	-	43070761	1	43070761	43070761	1	1	intergenic	NA	43117673	43052410	character(0)	43117673	43125717	3074322	character(0)	43117673	43125717	character(0)	43052148	43052410	39996439	46912	NA	1
1790	chr13	-	43151740	2	43151740	43151740	2	1	3UTR	NA	43151740	43151949	67046	43151740	43159308	43151950	NA	NA	NA	NA	NA	NA	210	NA	210	2
1791	chr13	-	43195792	1	43195792	43195792	1	1	3UTR	NA	43195245	43200324	328232	43195245	43304172	43200325	NA	NA	NA	NA	NA	NA	4533	NA	4533	1
1792	chr13	-	43197687	1	43197687	43197687	1	1	3UTR	NA	43195245	43200324	328232	43195245	43304172	43200325	NA	NA	NA	NA	NA	NA	2638	NA	2638	1
1793	chr13	-	43401912	1	43401912	43401912	1	1	3UTR	NA	NA	NA	56705	NA	NA	NA	56705	43402675	43481282	328232	43195245	43304172	1647	763	1647	1
1794	chr13	-	43402675	1	43402675	43402675	1	1	3UTR	NA	43402675	43403558	56705	43402675	43481282	43403559	NA	NA	NA	NA	NA	NA	884	NA	884	1
1795	chr13	-	43402817	5	43402817	43402817	5	1	3UTR	NA	43402675	43403558	56705	43402675	43481282	43403559	NA	NA	NA	NA	NA	NA	742	NA	742	5
1796	chr13	-	43538406	2	43538406	43538410	2	1	3UTR	NA	43538393	43541673	76137	43538393	43560161	43541674	NA	NA	NA	NA	NA	NA	3268	NA	3268	2
1797	chr13	-	43540056	1	43540056	43540056	1	1	3UTR	NA	43538393	43541673	76137	43538393	43560161	43541674	NA	NA	NA	NA	NA	NA	1618	NA	1618	1
1798	chr13	-	44712670	46	44712670	44712682	46	1	intergenic	NA	44838165	44568668	character(0)	44838165	44838283	3074322	character(0)	44838165	44838283	character(0)	44537309	44568668	41638348	125495	NA	46
1799	chr13	-	44713100	2	44713100	44713102	2	1	intergenic	NA	44838165	44568668	character(0)	44838165	44838283	3074322	character(0)	44838165	44838283	character(0)	44537309	44568668	41638778	125065	NA	2
1800	chr13	-	45549755	1	45549755	45549755	1	1	3UTR	NA	45549755	45557054	20238	45549755	45964976	45557055	NA	NA	NA	NA	NA	NA	7300	NA	7300	1
1801	chr13	-	46679893	1	46679893	46679893	1	1	3UTR	NA	NA	NA	218210	NA	NA	NA	218210	46679905	46727940	character(0)	46605327	46619780	1265	12	1265	1
1802	chr13	-	46680426	1	46680426	46680426	1	1	3UTR	NA	46679905	46681157	218210	46679905	46727940	46681158	NA	NA	NA	NA	NA	NA	732	NA	732	1
1803	chr13	-	47084782	2	47084782	47084782	2	1	3UTR	NA	47084782	47086067	110052	47084775	47098438	47084775	NA	NA	NA	NA	NA	NA	7	NA	7	2
1804	chr13	-	48487659	1	48487659	48487659	1	1	3UTR	NA	48487647	48489201	67911	48487647	48513436	48489202	NA	NA	NA	NA	NA	NA	1543	NA	1543	1
1805	chr13	-	49056834	2	49056834	49056834	2	1	intron	NA	49052774	49056834	75607	49036303	49148012	49036480	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1806	chr13	-	49494186	1	49494186	49494186	1	1	intron	NA	49465759	49627254	66336	49464023	49652785	49464210	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1807	chr13	-	49640442	1	49640442	49640442	1	1	intron	NA	49627352	49641225	66336	49464023	49652785	49464210	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1808	chr13	-	49652582	1	49652582	49652582	1	1	intron	NA	49650300	49652582	66336	49464023	49652785	49464210	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1809	chr13	-	51672602	1	51672602	51672602	1	1	intergenic	NA	51685529	51569487	20354	51685529	51704971	51686220	20354	51685529	51704971	20418	51431041	51569487	13618	12927	NA	1
1810	chr13	-	51701246	2	51701246	51701255	2	1	3UTR	NA	51701246	51702608	20354	51685529	51704971	51686220	NA	NA	NA	NA	NA	NA	15026	NA	15026	2
1811	chr13	-	52506775	1	52506775	52506775	1	1	3UTR	NA	52504380	52507669	68203	52504380	52531279	52507670	NA	NA	NA	NA	NA	NA	895	NA	895	1
1812	chr13	-	52886421	1	52886421	52886421	1	1	intron	NA	52841065	52887240	11992	52835119	52919232	52836094	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1813	chr13	-	52910207	4	52910207	52910207	4	1	intron	NA	52898737	52919000	11992	52835119	52919232	52836094	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
1814	chr13	-	52967209	13	52967209	52967227	13	1	3UTR	NA	52967209	52967477	18030	52967209	52981073	52967478	NA	NA	NA	NA	NA	NA	269	NA	269	13
1815	chr13	-	53332748	5	53332748	53332748	5	1	3UTR	NA	53332748	53333883	268656	53332748	53377397	53333884	NA	NA	NA	NA	NA	NA	1136	NA	1136	5
1816	chr13	-	53333219	1	53333219	53333219	1	1	3UTR	NA	53332748	53333883	268656	53332748	53377397	53333884	NA	NA	NA	NA	NA	NA	665	NA	665	1
1817	chr13	-	53333333	1	53333333	53333333	1	1	3UTR	NA	53332748	53333883	268656	53332748	53377397	53333884	NA	NA	NA	NA	NA	NA	551	NA	551	1
1818	chr13	-	54458834	2	54458834	54458837	2	1	3UTR	NA	NA	NA	73666	NA	NA	NA	73666	54458837	54468849	character(0)	54429441	54429700	1240	3	1240	2
1819	chr13	-	54592380	1	54592380	54592380	1	1	3UTR	NA	NA	NA	74325	NA	NA	NA	74325	54592401	54611344	28126	54584185	54590090	1491	21	1491	1
1820	chr13	-	54593551	5	54593551	54593551	5	1	3UTR	NA	54592401	54593870	74325	54592401	54611344	54593871	NA	NA	NA	NA	NA	NA	320	NA	320	5
1821	chr13	-	54593585	9	54593585	54593607	9	1	3UTR	NA	54592401	54593870	74325	54592401	54611344	54593871	NA	NA	NA	NA	NA	NA	286	NA	286	9
1822	chr13	-	54611078	2	54611078	54611078	2	1	CDS	NA	54611078	54611264	74325	54592401	54611344	54593871	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1823	chr13	-	54679413	1	54679413	54679413	1	1	3UTR	NA	54679399	54681748	105239	54679399	54687808	54681749	NA	NA	NA	NA	NA	NA	2336	NA	2336	1
1824	chr13	-	54796765	1	54796765	54796765	1	1	intergenic	NA	54840649	54783091	character(0)	54840649	54840904	3074322	character(0)	54840649	54840904	character(0)	54777514	54783091	51722443	43884	NA	1
1825	chr13	-	55028289	1	55028289	55028289	1	1	3UTR	NA	55027880	55028519	20184	55027880	55100295	55028520	NA	NA	NA	NA	NA	NA	231	NA	231	1
1826	chr13	-	55028344	1	55028344	55028344	1	1	3UTR	NA	55027880	55028519	20184	55027880	55100295	55028520	NA	NA	NA	NA	NA	NA	176	NA	176	1
1827	chr13	-	55346742	5	55346742	55346745	5	1	3UTR	NA	55343833	55346876	66890	55343833	55362783	55346877	NA	NA	NA	NA	NA	NA	135	NA	135	5
1828	chr13	-	55506773	2	55506773	55506774	2	1	3UTR	NA	55506773	55507026	67399	55495795	55513438	55498648	NA	NA	NA	NA	NA	NA	8125	NA	8125	2
1829	chr13	-	55530423	1	55530423	55530423	1	1	3UTR	NA	55530410	55530594	72935	55530410	55536658	55530595	NA	NA	NA	NA	NA	NA	172	NA	172	1
1830	chr13	-	56104302	1	56104302	56104302	1	1	CDS	NA	56104302	56104499	26914	56073619	56135631	56074227	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1831	chr13	-	57112508	1	57112508	57112508	1	1	intergenic	NA	57421195	56930948	20745	57421195	57908314	57423090	20745	57421195	57908314	character(0)	56930820	56930948	310582	308687	NA	1
1832	chr13	-	58176160	12	58176160	58176164	12	1	3UTR	NA	58176156	58177875	56085	58176156	58215653	58177876	NA	NA	NA	NA	NA	NA	1716	NA	1716	12
